Inquiry_ID,Date,Channel,Category,Department,Root_Cause,Urgency,Response_Hours,Resolution_Hours,Status,CSAT,Repeat_Contact,Current_State_Misrouted,Inquiry_Text
GGU-SIM-04550,06-03-2026,Email,Academic Advising,Academic Advising,Graduation planning,Medium,8.4,71.9,Resolved,4,0,1,I am confused about a degree requirement and need advising support.
GGU-SIM-04551,03-08-2026,Web Chat,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Billing balance question,Normal,5.2,24.3,Resolved,5,1,0,I need help understanding a charge on my student account.
GGU-SIM-04552,13-05-2026,Email,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Scholarship/aid status,High,6.1,43.2,Resolved,4,0,1,My account shows a balance and I need to understand whether my aid has been applied.
GGU-SIM-04553,11-01-2026,Email,Career Services,Career Services,Employer/job resource,Medium,4,22.5,Resolved,5,0,0,I need help finding the correct career platform or event information.
GGU-SIM-04554,25-02-2026,Email,IT / Course Access,IT Help Desk,Password reset,Normal,9.2,35,Resolved,4,0,0,My myGGU login is not working and I need to check my registration tomorrow.
GGU-SIM-04555,01-05-2026,Web Chat,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Tuition deadline,High,2.2,105.6,Resolved,5,0,0,My account shows a balance and I need to understand whether my aid has been applied.
GGU-SIM-04556,01-11-2025,Email,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Payment processing,Normal,23,47,Resolved,5,1,1,I need help understanding a charge on my student account.
GGU-SIM-04557,20-07-2026,Email,Registration / Records,Registrar's Office,Enrollment verification,Normal,7.8,14.1,Resolved,4,0,0,I requested my transcript and need to know the correct process and status.
GGU-SIM-04558,20-05-2026,Email,Registration / Records,Registrar's Office,Enrollment verification,Normal,8.3,17,Resolved,4,0,0,I need help adding a course before the deadline before the deadline. Which office should handle this?
GGU-SIM-04559,12-11-2025,myGGU/Portal,Academic Advising,Academic Advising,Course selection,Medium,7.4,33.1,Resolved,3,0,0,Can someone review my path to completion before I register for the next term?
GGU-SIM-04560,15-06-2026,Email,Academic Advising,Academic Advising,Degree plan clarification,Normal,9.7,33.6,Resolved,5,1,0,Can someone review my path to completion before I register for the next term?
GGU-SIM-04561,16-07-2026,myGGU/Portal,Career Services,Career Services,Career platform access,Normal,4.1,41,Resolved,4,0,1,I would like help reviewing my resume and preparing for an interview.
GGU-SIM-04562,28-08-2026,Email,Academic Advising,Academic Advising,Degree plan clarification,Normal,1.9,22,Resolved,4,0,0,I am considering changing my concentration and want to understand how it affects my degree plan.
GGU-SIM-04563,01-10-2025,Email,Registration / Records,Registrar's Office,Transcript/record request,Normal,3.2,19.8,Resolved,4,0,0,There is a hold on my registration and I am not sure what I need to do.
GGU-SIM-04564,29-03-2026,Phone (logged),IT / Course Access,IT Help Desk,Account provisioning delay,High,3.9,10.6,Resolved,5,0,0,My myGGU login is not working and I need to check my registration tomorrow.
GGU-SIM-04565,13-07-2026,myGGU/Portal,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Scholarship/aid status,Medium,5.8,14.9,Resolved,4,0,0,I have a tuition payment question before the upcoming deadline.
GGU-SIM-04566,23-09-2025,Email,Academic Advising,Academic Advising,Graduation planning,Medium,5.8,26,Resolved,4,0,0,I want to confirm which courses I still need for graduation and what I should take next term.
GGU-SIM-04567,20-02-2026,Email,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Payment processing,Medium,5.1,49.5,Resolved,3,1,0,I submitted financial aid documents and want to know if anything else is needed soon.
GGU-SIM-04568,24-10-2025,myGGU/Portal,Career Services,Career Services,Career appointment,Medium,2.8,4.3,Resolved,3,0,0,I am looking for employer and job-search resources available to students.
GGU-SIM-04569,07-11-2025,myGGU/Portal,IT / Course Access,IT Help Desk,Account provisioning delay,Normal,4.2,10.4,Resolved,5,0,0,I reset my password but I still cannot get into the student portal.
GGU-SIM-04570,02-07-2026,Email,Registration / Records,Registrar's Office,Enrollment verification,Normal,1.2,12.2,Resolved,5,0,0,I need an enrollment verification document for an external requirement.
GGU-SIM-04571,04-11-2025,Email,International Student Support,International Student Support,Visa/status documentation,Normal,21.3,22,Resolved,5,0,0,I am traveling soon and want to confirm what student documentation I should review.
GGU-SIM-04572,02-02-2026,Email,Career Services,Career Services,Employer/job resource,Medium,3.1,29.2,Resolved,5,1,0,I need help finding the correct career platform or event information.
GGU-SIM-04573,27-08-2026,Email,Registration / Records,Registrar's Office,Course availability,Medium,6.1,19.4,Open,,0,0,I requested my transcript and need to know the correct process and status.
GGU-SIM-04574,13-10-2025,Email,Registration / Records,Registrar's Office,Enrollment verification,High,2,63.7,Resolved,4,0,0,I need an enrollment verification document for an external requirement.
GGU-SIM-04575,14-05-2026,Phone (logged),Financial Aid / Student Accounts,Financial Aid / Student Accounts,Financial aid documentation,Normal,8,40.1,Resolved,4,0,0,I submitted financial aid documents and want to know if anything else is needed this week.
GGU-SIM-04576,05-03-2026,myGGU/Portal,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Financial aid documentation,Medium,13.2,38.5,Resolved,4,0,0,I submitted financial aid documents and want to know if anything else is needed tomorrow.
GGU-SIM-04577,13-08-2026,Web Chat,Career Services,Career Services,Career appointment,Normal,12.3,57.2,Resolved,4,0,0,I would like help reviewing my resume and preparing for an interview.
GGU-SIM-04578,31-01-2026,Email,IT / Course Access,IT Help Desk,Login/authentication issue,Normal,15.9,38.4,Resolved,4,0,0,The course is showing on my schedule but not in the online classroom.
GGU-SIM-04579,07-07-2026,myGGU/Portal,Registration / Records,Registrar's Office,Course availability,Medium,4.6,14.4,Resolved,5,0,0,I requested my transcript and need to know the correct process and status.
GGU-SIM-04580,06-12-2025,Email,Career Services,Career Services,Networking/event question,Normal,2.3,46.5,Resolved,4,1,0,I am looking for employer and job-search resources available to students.
GGU-SIM-04581,29-05-2026,myGGU/Portal,Accessibility / Other Support,Student Services / Accessible Education,Temporary accommodation,Normal,14.6,17.6,Resolved,4,0,0,I need help finding the right student service for my situation.
GGU-SIM-04582,30-08-2026,myGGU/Portal,Academic Advising,Academic Advising,Degree plan clarification,Normal,12.1,27.8,Resolved,3,0,0,I want to confirm which courses I still need for graduation and what I should take next term.
GGU-SIM-04583,14-06-2026,myGGU/Portal,Career Services,Career Services,Career appointment,Medium,1.6,44.4,Resolved,3,1,0,How can I schedule a career advising appointment?
GGU-SIM-04584,11-02-2026,Email,Career Services,Career Services,Employer/job resource,Medium,6.7,46.5,Resolved,4,0,0,I am looking for employer and job-search resources available to students.
GGU-SIM-04585,17-01-2026,Web Chat,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Billing balance question,Medium,18.5,24.7,Resolved,4,0,0,I submitted financial aid documents and want to know if anything else is needed before the deadline.
GGU-SIM-04586,13-09-2025,myGGU/Portal,IT / Course Access,IT Help Desk,Account provisioning delay,Medium,2.9,39.8,Resolved,3,0,0,The course is showing on my schedule but not in the online classroom.
GGU-SIM-04587,07-08-2026,Email,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Scholarship/aid status,Normal,15.5,25.1,Resolved,3,0,0,I have a tuition payment question before the upcoming deadline.
GGU-SIM-04588,25-11-2025,Phone (logged),IT / Course Access,IT Help Desk,myGGU portal issue,Normal,6.7,14.3,Resolved,4,0,1,The course is showing on my schedule but not in the online classroom.
GGU-SIM-04589,04-08-2026,Email,International Student Support,International Student Support,Travel/signature timing,Medium,9,25.3,Resolved,5,1,1,I need guidance on where to ask about CPT or OPT information.
GGU-SIM-04590,10-10-2025,Email,Academic Advising,Academic Advising,Policy/requirement clarification,Normal,6,26.8,Resolved,3,0,0,I am considering changing my concentration and want to understand how it affects my degree plan.
GGU-SIM-04591,29-09-2025,myGGU/Portal,Registration / Records,Registrar's Office,Add/drop deadline question,High,7.8,71.3,Resolved,4,0,0,I need help adding a course before the deadline before the deadline. Which office should handle this?
GGU-SIM-04592,30-10-2025,Email,Registration / Records,Registrar's Office,Prerequisite/registration hold,Medium,4.8,41,Resolved,4,1,0,I need help adding a course before the deadline tomorrow. Which office should handle this?
GGU-SIM-04593,30-03-2026,Email,Registration / Records,Registrar's Office,Course availability,Medium,9.1,29.8,Resolved,5,0,0,I requested my transcript and need to know the correct process and status.
GGU-SIM-04594,19-04-2026,Web Chat,Registration / Records,Registrar's Office,Add/drop deadline question,Medium,7.7,24.7,Resolved,3,0,0,I need an enrollment verification document for an external requirement.
GGU-SIM-04595,01-07-2026,Email,IT / Course Access,IT Help Desk,Login/authentication issue,High,1.8,30.9,Resolved,4,0,0,My myGGU login is not working and I need to check my registration before the deadline.
GGU-SIM-04596,11-11-2025,Email,IT / Course Access,IT Help Desk,Account provisioning delay,Medium,6.6,9.1,Resolved,4,1,0,I enrolled in my class but I still cannot access the course in Brightspace and it starts before the deadline.
GGU-SIM-04597,05-03-2026,Phone (logged),Academic Advising,Academic Advising,Degree plan clarification,Normal,2.7,37,Resolved,3,0,0,I am confused about a degree requirement and need advising support.
GGU-SIM-04598,14-02-2026,Email,Academic Advising,Academic Advising,Policy/requirement clarification,Normal,14.6,46.1,Resolved,5,0,0,Can someone review my path to completion before I register for the next term?
GGU-SIM-04599,31-01-2026,Email,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Financial aid documentation,Medium,8.8,52.8,Resolved,4,0,0,My account shows a balance and I need to understand whether my aid has been applied.
GGU-SIM-04600,14-12-2025,Web Chat,International Student Support,International Student Support,Enrollment/status question,Normal,17.3,74,Resolved,4,0,0,I am traveling soon and want to confirm what student documentation I should review.
GGU-SIM-04601,08-10-2025,myGGU/Portal,Academic Advising,Academic Advising,Concentration change,Medium,15.9,63.3,Resolved,3,0,0,I am confused about a degree requirement and need advising support.
GGU-SIM-04602,27-11-2025,Email,Registration / Records,Registrar's Office,Add/drop deadline question,Normal,8.1,26.1,Resolved,4,0,0,I requested my transcript and need to know the correct process and status.
GGU-SIM-04603,13-10-2025,Web Chat,Registration / Records,Registrar's Office,Course availability,Medium,1.9,35.8,Resolved,4,0,0,I need help adding a course before the deadline soon. Which office should handle this?
GGU-SIM-04604,26-10-2025,Email,Registration / Records,Registrar's Office,Enrollment verification,Normal,1.3,67.2,Resolved,3,0,0,I need help adding a course before the deadline today. Which office should handle this?
GGU-SIM-04605,25-07-2026,myGGU/Portal,IT / Course Access,IT Help Desk,myGGU portal issue,Medium,2.7,41.4,Open,,0,0,My myGGU login is not working and I need to check my registration this week.
GGU-SIM-04606,02-10-2025,Email,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Tuition deadline,Normal,5,18.6,Resolved,3,0,0,My account shows a balance and I need to understand whether my aid has been applied.
GGU-SIM-04607,24-12-2025,Web Chat,Academic Advising,Academic Advising,Concentration change,Normal,13,38.7,Resolved,4,0,0,Can someone review my path to completion before I register for the next term?
GGU-SIM-04608,12-01-2026,Email,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Payment processing,Normal,12.8,93.7,Resolved,4,1,0,I have a tuition payment question before the upcoming deadline.
GGU-SIM-04609,25-11-2025,Web Chat,Registration / Records,Registrar's Office,Enrollment verification,Normal,5.9,19.8,Resolved,4,0,0,I requested my transcript and need to know the correct process and status.
GGU-SIM-04610,20-04-2026,myGGU/Portal,Career Services,Career Services,Career platform access,Normal,6.5,9.3,Resolved,4,0,1,I need help finding the correct career platform or event information.
GGU-SIM-04611,26-03-2026,Web Chat,Academic Advising,Academic Advising,Concentration change,Medium,3,17.7,Resolved,4,0,0,Can someone review my path to completion before I register for the next term?
GGU-SIM-04612,24-01-2026,Email,IT / Course Access,IT Help Desk,Password reset,Normal,11,43.5,Resolved,4,1,0,I enrolled in my class but I still cannot access the course in Brightspace and it starts soon.
GGU-SIM-04613,11-09-2025,Web Chat,Career Services,Career Services,Resume/interview support,Normal,7.1,31.4,Resolved,4,1,0,I am looking for employer and job-search resources available to students.
GGU-SIM-04614,29-09-2025,myGGU/Portal,Registration / Records,Registrar's Office,Transcript/record request,High,4.6,12.7,Resolved,5,0,0,There is a hold on my registration and I am not sure what I need to do.
GGU-SIM-04615,07-02-2026,Email,IT / Course Access,IT Help Desk,Password reset,Normal,16.6,44.9,Resolved,4,0,0,I enrolled in my class but I still cannot access the course in Brightspace and it starts this week.
GGU-SIM-04616,07-04-2026,myGGU/Portal,IT / Course Access,IT Help Desk,Password reset,Normal,4,11,Resolved,4,0,0,I enrolled in my class but I still cannot access the course in Brightspace and it starts this week.
GGU-SIM-04617,15-01-2026,myGGU/Portal,Career Services,Career Services,Resume/interview support,Normal,2.4,13.8,Resolved,4,0,0,I would like help reviewing my resume and preparing for an interview.
GGU-SIM-04618,22-10-2025,myGGU/Portal,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Tuition deadline,Normal,2.9,35.1,Resolved,3,0,0,I need help understanding a charge on my student account.
GGU-SIM-04619,25-10-2025,Email,Accessibility / Other Support,Student Services / Accessible Education,General student-services routing,Normal,16.7,60.9,Resolved,5,0,1,I am looking for tutoring support and I am not sure where to start.
GGU-SIM-04620,24-07-2026,Email,Accessibility / Other Support,Student Services / Accessible Education,Temporary accommodation,Medium,4.5,25.8,Resolved,4,1,0,I have a temporary condition and want to understand available support options.
GGU-SIM-04621,19-08-2026,Web Chat,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Scholarship/aid status,Medium,5.1,30.2,Open,,0,0,My account shows a balance and I need to understand whether my aid has been applied.
GGU-SIM-04622,14-05-2026,Email,IT / Course Access,IT Help Desk,Login/authentication issue,High,2.7,21.1,Resolved,3,1,0,I enrolled in my class but I still cannot access the course in Brightspace and it starts today.
GGU-SIM-04623,21-12-2025,Email,Registration / Records,Registrar's Office,Course availability,High,1.4,16.3,Resolved,5,1,0,I need an enrollment verification document for an external requirement.
GGU-SIM-04624,07-06-2026,Email,Career Services,Career Services,Resume/interview support,Normal,5,33.8,Resolved,4,0,0,How can I schedule a career advising appointment?
GGU-SIM-04625,03-05-2026,Email,Academic Advising,Academic Advising,Degree plan clarification,Medium,7.4,16.9,Resolved,5,0,0,I want to confirm which courses I still need for graduation and what I should take next term.
GGU-SIM-04626,14-06-2026,Web Chat,International Student Support,International Student Support,Travel/signature timing,High,3.6,73.9,Resolved,4,0,0,I am traveling soon and want to confirm what student documentation I should review.
GGU-SIM-04627,18-05-2026,Email,Accessibility / Other Support,Student Services / Accessible Education,General student-services routing,Medium,11.6,40.4,Resolved,4,0,0,I have a temporary condition and want to understand available support options.
GGU-SIM-04628,02-02-2026,myGGU/Portal,Registration / Records,Registrar's Office,Course availability,Normal,8,13.3,Resolved,4,0,0,I need an enrollment verification document for an external requirement.
GGU-SIM-04629,06-08-2026,Phone (logged),International Student Support,International Student Support,Travel/signature timing,Medium,7.4,13.9,Resolved,5,0,0,I am traveling soon and want to confirm what student documentation I should review.
GGU-SIM-04630,27-11-2025,Email,IT / Course Access,IT Help Desk,myGGU portal issue,Medium,3,14.1,Resolved,4,0,0,I reset my password but I still cannot get into the student portal.
GGU-SIM-04631,12-02-2026,Email,Academic Advising,Academic Advising,Policy/requirement clarification,Medium,6.1,25,Resolved,3,0,1,I am confused about a degree requirement and need advising support.
GGU-SIM-04632,15-12-2025,Web Chat,IT / Course Access,IT Help Desk,Account provisioning delay,Normal,0.4,54.5,Resolved,4,0,0,I enrolled in my class but I still cannot access the course in Brightspace and it starts tomorrow.
GGU-SIM-04633,24-05-2026,Web Chat,Registration / Records,Registrar's Office,Prerequisite/registration hold,Normal,1.1,29,Resolved,5,1,0,I requested my transcript and need to know the correct process and status.
GGU-SIM-04634,27-12-2025,Email,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Billing balance question,Normal,7.1,26.7,Resolved,5,0,0,I need help understanding a charge on my student account.
GGU-SIM-04635,30-08-2026,myGGU/Portal,IT / Course Access,IT Help Desk,Account provisioning delay,Normal,2.2,30.5,Resolved,4,0,0,I reset my password but I still cannot get into the student portal.
GGU-SIM-04636,01-04-2026,myGGU/Portal,IT / Course Access,IT Help Desk,myGGU portal issue,Normal,4,22.4,Resolved,3,0,0,I reset my password but I still cannot get into the student portal.
GGU-SIM-04637,24-02-2026,Email,Career Services,Career Services,Networking/event question,Normal,10.3,21,Resolved,4,1,0,I would like help reviewing my resume and preparing for an interview.
GGU-SIM-04638,25-06-2026,Email,Academic Advising,Academic Advising,Course selection,Medium,7.2,30,Resolved,3,1,0,I am confused about a degree requirement and need advising support.
GGU-SIM-04639,10-01-2026,myGGU/Portal,Accessibility / Other Support,Student Services / Accessible Education,Temporary accommodation,Medium,10.5,25.8,Resolved,4,0,0,I am looking for tutoring support and I am not sure where to start.
GGU-SIM-04640,19-01-2026,Email,Registration / Records,Registrar's Office,Add/drop deadline question,Medium,2.8,38.2,Resolved,5,0,0,I need help adding a course before the deadline tomorrow. Which office should handle this?
GGU-SIM-04641,16-06-2026,Email,Career Services,Career Services,Employer/job resource,Normal,13.7,46,Resolved,4,1,0,How can I schedule a career advising appointment?
GGU-SIM-04642,04-01-2026,Phone (logged),Accessibility / Other Support,Student Services / Accessible Education,Tutoring/resource referral,Normal,8.4,16.8,Resolved,4,0,0,I have a temporary condition and want to understand available support options.
GGU-SIM-04643,06-03-2026,Web Chat,International Student Support,International Student Support,Enrollment/status question,Normal,4.4,47.4,Resolved,5,0,0,I am traveling soon and want to confirm what student documentation I should review.
GGU-SIM-04644,01-09-2025,Email,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Billing balance question,Normal,8.4,40.1,Resolved,5,0,1,I submitted financial aid documents and want to know if anything else is needed tomorrow.
GGU-SIM-04645,05-09-2025,Web Chat,Academic Advising,Academic Advising,Degree plan clarification,Medium,2.8,15.4,Resolved,4,0,0,I want to confirm which courses I still need for graduation and what I should take next term.
GGU-SIM-04646,01-03-2026,myGGU/Portal,IT / Course Access,IT Help Desk,Brightspace/course access,High,10.2,17.5,Resolved,4,0,0,I reset my password but I still cannot get into the student portal.
GGU-SIM-04647,20-09-2025,Email,Registration / Records,Registrar's Office,Course availability,Normal,20.3,55.7,Resolved,4,0,0,I requested my transcript and need to know the correct process and status.
GGU-SIM-04648,10-11-2025,Email,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Billing balance question,High,2.5,29.9,Resolved,5,0,1,My account shows a balance and I need to understand whether my aid has been applied.
GGU-SIM-04649,14-01-2026,myGGU/Portal,Academic Advising,Academic Advising,Policy/requirement clarification,High,2.7,19.9,Resolved,3,0,0,I want to confirm which courses I still need for graduation and what I should take next term.
GGU-SIM-04650,17-06-2026,Email,Registration / Records,Registrar's Office,Transcript/record request,Normal,2.6,11.9,Resolved,4,0,0,I requested my transcript and need to know the correct process and status.
GGU-SIM-04651,24-11-2025,Email,IT / Course Access,IT Help Desk,Password reset,Normal,14.6,16.7,Resolved,5,0,1,The course is showing on my schedule but not in the online classroom.
GGU-SIM-04652,03-07-2026,Email,Registration / Records,Registrar's Office,Course availability,Medium,8.8,51.4,Resolved,4,1,0,I need help adding a course before the deadline soon. Which office should handle this?
GGU-SIM-04653,16-09-2025,myGGU/Portal,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Scholarship/aid status,Medium,3.2,25.3,Resolved,5,0,0,I need help understanding a charge on my student account.
GGU-SIM-04654,03-10-2025,Email,Career Services,Career Services,Networking/event question,Medium,2.4,6.9,Resolved,3,0,0,I am looking for employer and job-search resources available to students.
GGU-SIM-04655,31-05-2026,myGGU/Portal,IT / Course Access,IT Help Desk,myGGU portal issue,Normal,12.9,28.3,Resolved,3,0,1,I reset my password but I still cannot get into the student portal.
GGU-SIM-04656,22-11-2025,Email,Academic Advising,Academic Advising,Policy/requirement clarification,Normal,4.3,24.2,Resolved,5,1,0,I am confused about a degree requirement and need advising support.
GGU-SIM-04657,30-01-2026,Email,Registration / Records,Registrar's Office,Add/drop deadline question,High,5.4,25.3,Open,,0,0,There is a hold on my registration and I am not sure what I need to do.
GGU-SIM-04658,01-05-2026,Email,IT / Course Access,IT Help Desk,Password reset,Medium,3.3,27.8,Resolved,5,0,1,I reset my password but I still cannot get into the student portal.
GGU-SIM-04659,07-06-2026,Email,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Scholarship/aid status,Medium,8.7,32.9,Resolved,3,0,0,I submitted financial aid documents and want to know if anything else is needed soon.
GGU-SIM-04660,05-09-2025,myGGU/Portal,Registration / Records,Registrar's Office,Add/drop deadline question,Normal,8.2,22.8,Resolved,4,0,0,I need an enrollment verification document for an external requirement.
GGU-SIM-04661,15-12-2025,myGGU/Portal,Registration / Records,Registrar's Office,Enrollment verification,High,1.6,5.9,Resolved,3,0,0,There is a hold on my registration and I am not sure what I need to do.
GGU-SIM-04662,17-09-2025,Email,Academic Advising,Academic Advising,Degree plan clarification,Medium,5.5,24,Resolved,3,1,0,I want to confirm which courses I still need for graduation and what I should take next term.
GGU-SIM-04663,30-03-2026,myGGU/Portal,Academic Advising,Academic Advising,Course selection,Medium,5.2,24.7,Resolved,3,0,0,I am considering changing my concentration and want to understand how it affects my degree plan.
GGU-SIM-04664,06-10-2025,myGGU/Portal,Academic Advising,Academic Advising,Concentration change,Normal,13.5,41.7,Resolved,4,0,0,I am considering changing my concentration and want to understand how it affects my degree plan.
GGU-SIM-04665,29-09-2025,Email,Academic Advising,Academic Advising,Policy/requirement clarification,Medium,2.2,17.7,Resolved,5,0,0,I am considering changing my concentration and want to understand how it affects my degree plan.
GGU-SIM-04666,13-12-2025,myGGU/Portal,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Billing balance question,Medium,2.5,23.3,Resolved,4,1,0,My account shows a balance and I need to understand whether my aid has been applied.
GGU-SIM-04667,27-08-2026,myGGU/Portal,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Scholarship/aid status,Normal,5.1,62.4,Resolved,4,1,0,I have a tuition payment question before the upcoming deadline.
GGU-SIM-04668,25-09-2025,Phone (logged),International Student Support,International Student Support,International student resource,High,2.4,30.1,Resolved,4,0,1,I am traveling soon and want to confirm what student documentation I should review.
GGU-SIM-04669,07-06-2026,Email,IT / Course Access,IT Help Desk,myGGU portal issue,Medium,8.4,15.4,Resolved,4,0,0,I reset my password but I still cannot get into the student portal.
GGU-SIM-04670,13-10-2025,myGGU/Portal,International Student Support,International Student Support,Visa/status documentation,Normal,4.2,42.3,Resolved,4,0,0,I need support with an international student enrollment/status question.
GGU-SIM-04671,24-05-2026,myGGU/Portal,IT / Course Access,IT Help Desk,Login/authentication issue,Normal,6.6,33.5,Resolved,3,1,0,I enrolled in my class but I still cannot access the course in Brightspace and it starts soon.
GGU-SIM-04672,27-11-2025,Email,Academic Advising,Academic Advising,Course selection,Medium,5.4,56.1,Resolved,3,0,1,I want to confirm which courses I still need for graduation and what I should take next term.
GGU-SIM-04673,15-07-2026,Web Chat,International Student Support,International Student Support,International student resource,Medium,15.3,40.9,Resolved,4,0,0,I have a question about my student status documentation and an upcoming deadline soon.
GGU-SIM-04674,03-09-2025,Email,IT / Course Access,IT Help Desk,Password reset,Normal,3,27.2,Resolved,4,0,0,I reset my password but I still cannot get into the student portal.
GGU-SIM-04675,29-01-2026,Email,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Scholarship/aid status,Medium,14.9,37.5,Resolved,5,0,0,My account shows a balance and I need to understand whether my aid has been applied.
GGU-SIM-04676,03-01-2026,Web Chat,International Student Support,International Student Support,Enrollment/status question,Normal,8,19.7,Resolved,5,0,0,I have a question about my student status documentation and an upcoming deadline tomorrow.
GGU-SIM-04677,30-09-2025,myGGU/Portal,Academic Advising,Academic Advising,Course selection,Normal,8.2,12.6,Resolved,5,1,0,I want to confirm which courses I still need for graduation and what I should take next term.
GGU-SIM-04678,22-05-2026,Email,Registration / Records,Registrar's Office,Transcript/record request,High,6.5,41.6,Open,,0,0,I requested my transcript and need to know the correct process and status.
GGU-SIM-04679,17-12-2025,Email,International Student Support,International Student Support,Travel/signature timing,Normal,17.2,25.6,Resolved,5,0,0,I am traveling soon and want to confirm what student documentation I should review.
GGU-SIM-04680,12-01-2026,Email,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Payment processing,Normal,12.1,36.8,Resolved,5,0,0,I need help understanding a charge on my student account.
GGU-SIM-04681,05-10-2025,Email,IT / Course Access,IT Help Desk,Account provisioning delay,Normal,1.3,13.8,Resolved,4,0,0,I enrolled in my class but I still cannot access the course in Brightspace and it starts tomorrow.
GGU-SIM-04682,13-08-2026,myGGU/Portal,IT / Course Access,IT Help Desk,Account provisioning delay,High,2.7,12.6,Resolved,4,0,0,The course is showing on my schedule but not in the online classroom.
GGU-SIM-04683,10-07-2026,myGGU/Portal,Career Services,Career Services,Career platform access,Medium,9.5,30.8,Resolved,4,0,1,How can I schedule a career advising appointment?
GGU-SIM-04684,05-09-2025,Email,Academic Advising,Academic Advising,Degree plan clarification,Medium,10.6,68.3,Resolved,5,0,0,I want to confirm which courses I still need for graduation and what I should take next term.
GGU-SIM-04685,03-07-2026,Web Chat,IT / Course Access,IT Help Desk,Login/authentication issue,Normal,4.8,20.5,Resolved,4,1,0,My myGGU login is not working and I need to check my registration this week.
GGU-SIM-04686,20-02-2026,Email,Career Services,Career Services,Resume/interview support,Medium,2.2,6,Resolved,3,0,0,I need help finding the correct career platform or event information.
GGU-SIM-04687,01-01-2026,Email,Registration / Records,Registrar's Office,Transcript/record request,Medium,6.2,28.3,Resolved,5,0,0,I requested my transcript and need to know the correct process and status.
GGU-SIM-04688,04-08-2026,Web Chat,Academic Advising,Academic Advising,Policy/requirement clarification,Normal,6.7,26.3,Resolved,4,0,0,I want to confirm which courses I still need for graduation and what I should take next term.
GGU-SIM-04689,19-12-2025,Email,IT / Course Access,IT Help Desk,Account provisioning delay,High,12.2,35.3,Resolved,3,0,0,The course is showing on my schedule but not in the online classroom.
GGU-SIM-04690,18-10-2025,myGGU/Portal,IT / Course Access,IT Help Desk,Brightspace/course access,Medium,6.1,14.6,Resolved,4,0,1,I enrolled in my class but I still cannot access the course in Brightspace and it starts this week.
GGU-SIM-04691,01-04-2026,Email,Accessibility / Other Support,Student Services / Accessible Education,Temporary accommodation,Normal,16.4,52.2,Resolved,4,0,0,I need help finding the right student service for my situation.
GGU-SIM-04692,22-05-2026,myGGU/Portal,IT / Course Access,IT Help Desk,Password reset,High,4,19.5,Resolved,4,0,0,My myGGU login is not working and I need to check my registration tomorrow.
GGU-SIM-04693,30-04-2026,myGGU/Portal,Academic Advising,Academic Advising,Policy/requirement clarification,High,6,55.2,Resolved,4,0,0,Can someone review my path to completion before I register for the next term?
GGU-SIM-04694,28-09-2025,myGGU/Portal,Registration / Records,Registrar's Office,Course availability,Normal,6.5,11.3,Resolved,5,0,0,I need an enrollment verification document for an external requirement.
GGU-SIM-04695,04-05-2026,myGGU/Portal,Registration / Records,Registrar's Office,Enrollment verification,Medium,4.5,22.9,Resolved,3,0,0,There is a hold on my registration and I am not sure what I need to do.
GGU-SIM-04696,25-07-2026,myGGU/Portal,Career Services,Career Services,Career appointment,High,4.7,139.2,Resolved,5,0,0,I would like help reviewing my resume and preparing for an interview.
GGU-SIM-04697,15-07-2026,Web Chat,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Scholarship/aid status,Normal,5.5,47.1,Resolved,5,0,0,I need help understanding a charge on my student account.
GGU-SIM-04698,30-12-2025,Email,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Tuition deadline,Medium,13.7,43.7,Resolved,4,0,0,I submitted financial aid documents and want to know if anything else is needed tomorrow.
GGU-SIM-04699,17-08-2026,Phone (logged),Career Services,Career Services,Career platform access,Normal,12.1,26.2,Resolved,4,0,0,How can I schedule a career advising appointment?
GGU-SIM-04700,07-09-2025,myGGU/Portal,IT / Course Access,IT Help Desk,Brightspace/course access,Medium,12.3,41.6,Resolved,5,0,0,I enrolled in my class but I still cannot access the course in Brightspace and it starts this week.
